order_id,order_date,ship_date,customer_id,product_id,quantity,sales,discount,profit,category,sub_category,unit_cost,list_price,customer_name,segment,region,order_month,profit_margin_pct,shipping_days
NM202402437607,2024-02-25,2024-02-26,CU0128,PR516,2,15.42,0.2,5.66,Office Supplies,Binders,4.88,9.64,Jordan Shah,Home Office,East,2024-02,36.70557717250325,1
NM202402479603,2024-02-09,2024-02-12,CU0091,PR516,5,48.2,0.0,23.8,Office Supplies,Binders,4.88,9.64,Alex Ray,Home Office,West,2024-02,49.377593360995846,3
NM202402886998,2024-02-06,2024-02-08,CU0221,PR504,1,727.92,0.0,301.33,Technology,Accessories,426.59,727.92,Casey Ray,Corporate,South,2024-02,41.39603253104737,2
NM202402400962,2024-02-23,2024-02-27,CU0044,PR506,1,653.8,0.0,325.52,Technology,Accessories,328.28,653.8,Quinn Bell,Home Office,Central,2024-02,49.788926277148974,4
NM202402182728,2024-02-19,2024-02-22,CU0059,PR524,3,253.53,0.0,55.71,Office Supplies,Art,65.94,84.51,Sam Wood,Consumer,South,2024-02,21.973730919417818,3
NM202402980370,2024-02-22,2024-02-28,CU0130,PR503,4,619.56,0.0,227.2,Technology,Phones,98.09,154.89,Jordan Fox,Home Office,Central,2024-02,36.671186002969854,6
NM202402929118,2024-02-05,2024-02-12,CU0042,PR523,3,137.78,0.1,21.83,Office Supplies,Art,38.65,51.03,Jamie Ray,Home Office,Central,2024-02,15.844099288721146,7
NM202402520989,2024-02-23,2024-03-01,CU0196,PR502,6,761.28,0.6,-213.36,Technology,Phones,162.44,317.2,Jamie Lee,Consumer,East,2024-02,-28.02648171500631,7
NM202402746189,2024-02-17,2024-02-23,CU0214,PR521,8,159.36,0.0,-144.48,Office Supplies,Storage,37.98,49.8,Quinn Dean,Home Office,Central,2024-02,-90.66265060240963,6
NM202402794050,2024-02-22,2024-02-23,CU0174,PR511,3,356.43,0.0,168.42,Furniture,Chairs,62.67,118.81,Sam Lee,Corporate,East,2024-02,47.25191482198468,1
NM202402580390,2024-02-05,2024-02-08,CU0014,PR502,6,1903.2,0.0,928.56,Technology,Phones,162.44,317.2,Alex Lee,Corporate,South,2024-02,48.78940731399747,3
NM202402979596,2024-02-07,2024-02-13,CU0074,PR523,7,357.21,0.0,86.66,Office Supplies,Art,38.65,51.03,Morgan Wood,Consumer,Central,2024-02,24.260239075053892,6
NM202402197007,2024-02-09,2024-02-11,CU0086,PR504,3,2183.76,0.0,903.99,Technology,Accessories,426.59,727.92,Taylor Lee,Corporate,East,2024-02,41.39603253104737,2
NM202402114978,2024-02-20,2024-02-22,CU0094,PR514,5,1324.85,0.0,524.7,Furniture,Bookcases,160.03,264.97,Casey Roy,Consumer,East,2024-02,39.604483526436965,2
NM202402537678,2024-02-10,2024-02-11,CU0031,PR517,2,176.88,0.0,81.16,Office Supplies,Binders,47.86,88.44,Jordan Dean,Consumer,South,2024-02,45.884215287200355,1
NM202402728614,2024-02-01,2024-02-07,CU0050,PR517,3,225.52,0.15,81.94,Office Supplies,Binders,47.86,88.44,Morgan Ray,Corporate,West,2024-02,36.33380631429585,6
NM202402493114,2024-02-23,2024-03-01,CU0166,PR502,3,856.44,0.1,369.12,Technology,Phones,162.44,317.2,Jamie Ray,Consumer,Central,2024-02,43.0993414599972,7
NM202402984289,2024-02-13,2024-02-14,CU0166,PR508,4,917.8,0.0,444.84,Technology,Machines,118.24,229.45,Jamie Ray,Consumer,Central,2024-02,48.46807583351493,1
NM202402287020,2024-02-15,2024-02-17,CU0187,PR513,8,2032.32,0.0,464.08,Furniture,Tables,196.03,254.04,Taylor Bell,Home Office,East,2024-02,22.8349866162809,2
NM202402936334,2024-02-13,2024-02-17,CU0095,PR524,8,676.08,0.0,148.56,Office Supplies,Art,65.94,84.51,Riley Fox,Consumer,South,2024-02,21.973730919417818,4
NM202402935281,2024-02-26,2024-03-02,CU0127,PR505,7,1087.74,0.2,300.1,Technology,Accessories,112.52,194.24,Morgan Roy,Corporate,South,2024-02,27.58931362274073,5
NM202402952617,2024-02-18,2024-02-21,CU0069,PR509,7,4173.56,0.1,1820.09,Technology,Machines,336.21,662.47,Alex Shah,Consumer,East,2024-02,43.610011596814225,3
NM202402574469,2024-02-22,2024-02-27,CU0011,PR507,6,217.72,0.15,98.62,Technology,Machines,19.85,42.69,Quinn Hunt,Consumer,West,2024-02,45.29671137240492,5
NM202402324257,2024-02-28,2024-03-04,CU0238,PR523,5,255.15,0.0,61.9,Office Supplies,Art,38.65,51.03,Casey Cruz,Consumer,Central,2024-02,24.26023907505389,5
NM202402776863,2024-02-18,2024-02-20,CU0135,PR508,4,780.13,0.15,307.17,Technology,Machines,118.24,229.45,Quinn Lee,Consumer,East,2024-02,39.37420686295874,2
NM202402961885,2024-02-07,2024-02-13,CU0017,PR509,7,4637.29,0.0,2283.82,Technology,Machines,336.21,662.47,Jamie Dean,Corporate,South,2024-02,49.24902259724969,6
NM202402472604,2024-02-17,2024-02-17,CU0239,PR501,3,2652.15,0.0,511.92,Technology,Phones,713.41,1040.06,Morgan Roy,Corporate,South,2024-02,19.3020756744528,0
NM202402440648,2024-02-11,2024-02-15,CU0220,PR510,6,1164.67,0.2,163.81000000000006,Furniture,Chairs,166.81,242.64,Drew Dean,Consumer,Central,2024-02,14.06492826294144,4
NM202402916469,2024-02-13,2024-02-13,CU0049,PR518,4,270.6,0.0,134.6,Office Supplies,Paper,34.0,67.65,Sam Bell,Corporate,Central,2024-02,49.741315594974125,0
NM202402579812,2024-02-03,2024-02-05,CU0180,PR522,4,166.76,0.0,78.68,Office Supplies,Storage,22.02,41.69,Jamie Bell,Home Office,Central,2024-02,47.18157831614297,2
NM202402181621,2024-02-23,2024-02-29,CU0193,PR507,3,128.07,0.0,68.52,Technology,Machines,19.85,42.69,Sam Shah,Consumer,East,2024-02,53.50199109861794,6
NM202402828399,2024-02-20,2024-02-26,CU0091,PR521,3,149.4,0.0,35.46,Office Supplies,Storage,37.98,49.8,Alex Ray,Home Office,West,2024-02,23.734939759036145,6
NM202402822625,2024-02-12,2024-02-12,CU0122,PR514,6,1112.87,0.3,152.69,Furniture,Bookcases,160.03,264.97,Casey Ray,Home Office,East,2024-02,13.720380637450916,0
NM202402425090,2024-02-10,2024-02-17,CU0094,PR508,7,963.69,0.4,136.01,Technology,Machines,118.24,229.45,Casey Roy,Consumer,East,2024-02,14.113459722524876,7
NM202402844777,2024-02-25,2024-02-29,CU0116,PR503,3,464.67,0.0,170.4,Technology,Phones,98.09,154.89,Jamie Wood,Home Office,East,2024-02,36.671186002969854,4
NM202402711449,2024-02-28,2024-03-04,CU0213,PR501,5,3640.21,0.3,73.16,Technology,Phones,713.41,1040.06,Drew Wood,Consumer,South,2024-02,2.009774161380799,5
NM202402155524,2024-02-06,2024-02-10,CU0121,PR524,4,338.04,0.0,74.28,Office Supplies,Art,65.94,84.51,Sam Dean,Consumer,West,2024-02,21.973730919417818,4
NM202402587834,2024-02-29,2024-03-03,CU0119,PR513,4,863.74,0.15,79.62,Furniture,Tables,196.03,254.04,Sam Fox,Consumer,West,2024-02,9.218051728529419,3
NM202402419800,2024-02-20,2024-02-27,CU0116,PR508,4,917.8,0.0,444.84,Technology,Machines,118.24,229.45,Jamie Wood,Home Office,East,2024-02,48.46807583351493,7
NM202402168523,2024-02-24,2024-03-02,CU0002,PR509,8,4769.78,0.0,2080.1,Technology,Machines,336.21,662.47,Alex Lee,Consumer,West,2024-02,43.60997781868346,7
NM202402311291,2024-02-04,2024-02-04,CU0090,PR517,7,619.08,0.0,284.06,Office Supplies,Binders,47.86,88.44,Riley Bell,Consumer,South,2024-02,45.884215287200355,0
NM202402836259,2024-02-10,2024-02-12,CU0142,PR514,4,900.9,0.15,260.78,Furniture,Bookcases,160.03,264.97,Quinn Dean,Consumer,Central,2024-02,28.946608946608944,2
NM202402433708,2024-02-11,2024-02-12,CU0214,PR513,3,457.27,0.4,-130.82,Furniture,Tables,196.03,254.04,Quinn Dean,Home Office,Central,2024-02,-28.60891814464102,1
NM202402805076,2024-02-12,2024-02-13,CU0162,PR510,4,970.56,0.0,303.32,Furniture,Chairs,166.81,242.64,Casey Ray,Consumer,South,2024-02,31.252060666007253,1
NM202402473399,2024-02-16,2024-02-16,CU0173,PR523,7,303.63,0.15,33.08,Office Supplies,Art,38.65,51.03,Taylor Cruz,Corporate,West,2024-02,10.89483911339459,0
NM202402947212,2024-02-14,2024-02-21,CU0026,PR501,2,2080.12,0.0,653.3,Technology,Phones,713.41,1040.06,Casey Roy,Consumer,South,2024-02,31.40684191296656,7
NM202402410171,2024-02-18,2024-02-25,CU0040,PR517,5,442.2,0.0,202.9,Office Supplies,Binders,47.86,88.44,Casey Hunt,Consumer,West,2024-02,45.88421528720036,7
NM202402855777,2024-02-29,2024-03-05,CU0176,PR506,1,653.8,0.0,325.52,Technology,Accessories,328.28,653.8,Taylor Roy,Consumer,East,2024-02,49.788926277148974,5
NM202402395217,2024-02-14,2024-02-16,CU0147,PR523,3,107.16,0.0,-8.79,Office Supplies,Art,38.65,51.03,Quinn Wood,Corporate,West,2024-02,-8.2026875699888,2
NM202402289264,2024-02-12,2024-02-15,CU0161,PR517,3,265.32,0.0,121.74,Office Supplies,Binders,47.86,88.44,Riley Hunt,Corporate,Central,2024-02,45.884215287200355,3
NM202402647089,2024-02-19,2024-02-23,CU0150,PR506,8,4445.84,0.15,1819.6,Technology,Accessories,328.28,653.8,Riley Fox,Consumer,South,2024-02,40.92814856135173,4
NM202402443435,2024-02-09,2024-02-09,CU0218,PR514,4,423.95,0.6,-216.17,Furniture,Bookcases,160.03,264.97,Taylor Ray,Corporate,East,2024-02,-50.98950347918386,0
NM202402307908,2024-02-21,2024-02-27,CU0143,PR501,2,1248.07,0.4,-178.75,Technology,Phones,713.41,1040.06,Riley Ray,Corporate,South,2024-02,-14.322113343001593,6
NM202402250782,2024-02-27,2024-03-04,CU0224,PR509,6,3974.82,0.0,1957.56,Technology,Machines,336.21,662.47,Jordan Fox,Consumer,East,2024-02,49.24902259724968,6
NM202402902622,2024-02-26,2024-03-04,CU0099,PR518,3,182.66,0.1,80.66,Office Supplies,Paper,34.0,67.65,Drew Dean,Consumer,East,2024-02,44.1585459323333,7
NM202402126206,2024-02-17,2024-02-21,CU0114,PR522,2,83.38,0.0,39.34,Office Supplies,Storage,22.02,41.69,Riley Roy,Corporate,West,2024-02,47.18157831614297,4
NM202402453569,2024-02-24,2024-02-26,CU0055,PR504,8,5823.36,0.0,2410.64,Technology,Accessories,426.59,727.92,Drew Cruz,Corporate,West,2024-02,41.39603253104737,2
NM202402873464,2024-02-03,2024-02-04,CU0165,PR523,4,204.12,0.0,49.52,Office Supplies,Art,38.65,51.03,Jamie Ray,Corporate,West,2024-02,24.260239075053892,1
NM202402264564,2024-02-15,2024-02-21,CU0003,PR506,6,3922.8,0.0,1953.12,Technology,Accessories,328.28,653.8,Riley Roy,Consumer,East,2024-02,49.788926277148974,6
NM202402476345,2024-02-10,2024-02-17,CU0037,PR507,4,170.76,0.0,91.36,Technology,Machines,19.85,42.69,Jordan Bell,Corporate,West,2024-02,53.50199109861794,7
NM202402236519,2024-02-21,2024-02-22,CU0204,PR506,5,2778.65,0.15,1137.25,Technology,Accessories,328.28,653.8,Morgan Bell,Home Office,Central,2024-02,40.92814856135173,1
NM202402546420,2024-02-01,2024-02-02,CU0098,PR507,7,298.83,0.0,159.88,Technology,Machines,19.85,42.69,Sam Cruz,Home Office,Central,2024-02,53.50199109861794,1
NM202402742497,2024-02-23,2024-02-25,CU0099,PR517,4,318.38,0.1,126.94,Office Supplies,Binders,47.86,88.44,Drew Dean,Consumer,East,2024-02,39.87059488661348,2
NM202402644695,2024-02-19,2024-02-20,CU0075,PR509,7,3246.1,0.3,892.63,Technology,Machines,336.21,662.47,Casey Dean,Consumer,West,2024-02,27.498536705585163,1
NM202402484631,2024-02-14,2024-02-18,CU0013,PR507,8,273.22,0.2,114.42,Technology,Machines,19.85,42.69,Jamie Cruz,Consumer,Central,2024-02,41.87833979942903,4
NM202402924687,2024-02-16,2024-02-22,CU0221,PR512,1,627.26,0.1,119.7,Furniture,Tables,507.56,696.95,Casey Ray,Corporate,South,2024-02,19.082995886873068,6
NM202402601647,2024-02-28,2024-03-06,CU0163,PR513,8,2032.32,0.0,464.08,Furniture,Tables,196.03,254.04,Drew Wood,Corporate,Central,2024-02,22.8349866162809,7
NM202402656982,2024-02-15,2024-02-20,CU0011,PR520,2,16.83,0.15,6.41,Office Supplies,Paper,5.21,9.9,Quinn Hunt,Consumer,West,2024-02,38.086749851455735,5
NM202402999391,2024-02-05,2024-02-10,CU0058,PR507,1,38.42,0.1,18.57,Technology,Machines,19.85,42.69,Morgan Dean,Corporate,East,2024-02,48.33420093701197,5
NM202402187410,2024-02-20,2024-02-27,CU0204,PR507,2,76.84,0.1,37.14,Technology,Machines,19.85,42.69,Morgan Bell,Home Office,Central,2024-02,48.33420093701197,7
NM202402859339,2024-02-08,2024-02-14,CU0239,PR519,2,19.14,0.15,4.76,Office Supplies,Paper,7.19,11.26,Morgan Roy,Corporate,South,2024-02,24.869383490073144,6
NM202402667618,2024-02-03,2024-02-07,CU0091,PR516,1,7.71,0.2,2.83,Office Supplies,Binders,4.88,9.64,Alex Ray,Home Office,West,2024-02,36.70557717250325,4
NM202402825093,2024-02-25,2024-02-26,CU0182,PR520,8,71.28,0.1,29.6,Office Supplies,Paper,5.21,9.9,Taylor Fox,Consumer,East,2024-02,41.52637485970819,1
NM202402521888,2024-02-09,2024-02-15,CU0048,PR510,1,97.06,0.6,-69.75,Furniture,Chairs,166.81,242.64,Alex Dean,Corporate,West,2024-02,-71.86276529981454,6
NM202402177077,2024-02-11,2024-02-12,CU0030,PR522,4,166.76,0.0,78.68,Office Supplies,Storage,22.02,41.69,Sam Lee,Corporate,West,2024-02,47.18157831614297,1
NM202402837915,2024-02-24,2024-02-29,CU0061,PR519,7,63.06,0.2,12.73,Office Supplies,Paper,7.19,11.26,Jamie Cruz,Consumer,West,2024-02,20.187123374563907,5
NM202402876561,2024-02-28,2024-03-01,CU0107,PR513,1,254.04,0.0,58.01,Furniture,Tables,196.03,254.04,Taylor Lee,Corporate,South,2024-02,22.8349866162809,2
NM202402664485,2024-02-02,2024-02-02,CU0172,PR509,7,4173.56,0.1,1820.09,Technology,Machines,336.21,662.47,Casey Lee,Home Office,Central,2024-02,43.610011596814225,0
NM202402120957,2024-02-09,2024-02-09,CU0151,PR504,6,4367.52,0.0,1807.9800000000005,Technology,Accessories,426.59,727.92,Jamie Dean,Home Office,Central,2024-02,41.396032531047375,0
NM202402973777,2024-02-12,2024-02-14,CU0119,PR517,5,397.98,0.1,158.68,Office Supplies,Binders,47.86,88.44,Sam Fox,Consumer,West,2024-02,39.871350319111514,2
NM202402485683,2024-02-28,2024-03-02,CU0090,PR512,7,4390.79,0.1,837.87,Furniture,Tables,507.56,696.95,Riley Bell,Consumer,South,2024-02,19.082443022781778,3
NM202402254089,2024-02-26,2024-02-27,CU0107,PR503,2,309.78,0.0,113.6,Technology,Phones,98.09,154.89,Taylor Lee,Corporate,South,2024-02,36.671186002969854,1
NM202402126401,2024-02-13,2024-02-15,CU0117,PR511,5,594.05,0.0,280.7,Furniture,Chairs,62.67,118.81,Alex Hunt,Consumer,South,2024-02,47.251914821984684,2
NM202402581498,2024-02-19,2024-02-20,CU0031,PR509,6,3974.82,0.0,1957.56,Technology,Machines,336.21,662.47,Jordan Dean,Consumer,South,2024-02,49.24902259724968,1
NM202402487204,2024-02-01,2024-02-03,CU0100,PR506,2,1046.08,0.2,389.52,Technology,Accessories,328.28,653.8,Alex Hunt,Corporate,Central,2024-02,37.23615784643622,2
NM202402371698,2024-02-27,2024-02-28,CU0161,PR524,2,169.02,0.0,37.14,Office Supplies,Art,65.94,84.51,Riley Hunt,Corporate,Central,2024-02,21.973730919417818,1
NM202402465373,2024-02-18,2024-02-18,CU0039,PR511,7,499.0,0.4,60.31,Furniture,Chairs,62.67,118.81,Quinn Roy,Consumer,East,2024-02,12.086172344689379,0
NM202402692602,2024-02-07,2024-02-08,CU0194,PR504,7,4331.12,0.15,1344.99,Technology,Accessories,426.59,727.92,Casey Bell,Consumer,West,2024-02,31.054092244038493,1
NM202402422935,2024-02-21,2024-02-25,CU0206,PR516,7,67.48,0.0,33.32,Office Supplies,Binders,4.88,9.64,Morgan Shah,Consumer,East,2024-02,49.377593360995846,4
NM202402584296,2024-02-05,2024-02-06,CU0186,PR519,8,90.08,0.0,32.56,Office Supplies,Paper,7.19,11.26,Taylor Dean,Consumer,East,2024-02,36.145648312611016,1
NM202402987112,2024-02-15,2024-02-17,CU0068,PR513,3,762.12,0.0,174.03,Furniture,Tables,196.03,254.04,Jamie Ray,Consumer,West,2024-02,22.8349866162809,2
NM202402250356,2024-02-28,2024-03-01,CU0150,PR507,1,42.69,0.0,22.84,Technology,Machines,19.85,42.69,Riley Fox,Consumer,South,2024-02,53.50199109861794,2
NM202402456206,2024-02-17,2024-02-21,CU0018,PR505,2,349.63,0.1,124.59,Technology,Accessories,112.52,194.24,Riley Bell,Consumer,South,2024-02,35.63481394617167,4
NM202402893190,2024-02-13,2024-02-18,CU0209,PR512,1,696.95,0.0,189.39,Furniture,Tables,507.56,696.95,Sam Lee,Corporate,Central,2024-02,27.174115790228853,5
NM202402241812,2024-02-18,2024-02-22,CU0039,PR520,2,17.82,0.1,7.4,Office Supplies,Paper,5.21,9.9,Quinn Roy,Consumer,East,2024-02,41.52637485970819,4
NM202402531088,2024-02-23,2024-02-23,CU0071,PR508,5,1147.25,0.0,556.05,Technology,Machines,118.24,229.45,Riley Wood,Consumer,East,2024-02,48.46807583351492,0
NM202402891056,2024-02-27,2024-03-03,CU0227,PR515,7,2403.7,0.4,186.24,Furniture,Bookcases,316.78,572.31,Jamie Cruz,Corporate,West,2024-02,7.748055081748971,5
NM202402846427,2024-02-05,2024-02-07,CU0069,PR501,5,5200.3,0.0,1633.25,Technology,Phones,713.41,1040.06,Alex Shah,Consumer,East,2024-02,31.40684191296656,2
NM202402445636,2024-02-12,2024-02-12,CU0112,PR506,3,1961.4,0.0,976.56,Technology,Accessories,328.28,653.8,Alex Hunt,Corporate,South,2024-02,49.788926277148974,0
NM202402160683,2024-02-27,2024-02-28,CU0196,PR502,6,1712.88,0.1,738.24,Technology,Phones,162.44,317.2,Jamie Lee,Consumer,East,2024-02,43.0993414599972,1
NM202402725371,2024-02-05,2024-02-12,CU0140,PR522,5,208.45,0.0,98.35,Office Supplies,Storage,22.02,41.69,Jamie Roy,Home Office,East,2024-02,47.18157831614296,7
NM202402276111,2024-02-21,2024-02-24,CU0091,PR522,4,166.76,0.0,78.68,Office Supplies,Storage,22.02,41.69,Alex Ray,Home Office,West,2024-02,47.18157831614297,3
NM202402657474,2024-02-25,2024-02-26,CU0054,PR519,1,11.26,0.0,4.07,Office Supplies,Paper,7.19,11.26,Casey Ray,Corporate,South,2024-02,36.145648312611016,1
NM202402296799,2024-02-08,2024-02-13,CU0190,PR507,6,256.14,0.0,137.04,Technology,Machines,19.85,42.69,Quinn Lee,Consumer,East,2024-02,53.50199109861794,5
NM202402153469,2024-02-10,2024-02-15,CU0162,PR502,6,1712.88,0.1,738.24,Technology,Phones,162.44,317.2,Casey Ray,Consumer,South,2024-02,43.0993414599972,5
NM202402236543,2024-02-15,2024-02-21,CU0131,PR511,4,427.72,0.1,177.04,Furniture,Chairs,62.67,118.81,Riley Lee,Consumer,Central,2024-02,41.391564574955574,6
NM202402996830,2024-02-20,2024-02-22,CU0147,PR505,4,776.96,0.0,326.88,Technology,Accessories,112.52,194.24,Quinn Wood,Corporate,West,2024-02,42.07166392092257,2
NM202402301802,2024-02-02,2024-02-03,CU0005,PR502,7,2220.4,0.0,1083.32,Technology,Phones,162.44,317.2,Jamie Fox,Home Office,East,2024-02,48.78940731399747,1
NM202402361135,2024-02-18,2024-02-21,CU0131,PR523,5,229.64,0.1,36.39,Office Supplies,Art,38.65,51.03,Riley Lee,Consumer,Central,2024-02,15.846542414213552,3
NM202403188034,2024-03-01,2024-03-05,CU0108,PR507,4,136.61,0.2,57.21,Technology,Machines,19.85,42.69,Sam Dean,Consumer,East,2024-03,41.87833979942903,4
NM202403930187,2024-03-29,2024-03-30,CU0143,PR515,1,572.31,0.0,255.53,Furniture,Bookcases,316.78,572.31,Riley Ray,Corporate,South,2024-03,44.64887910398211,1
NM202403198225,2024-03-02,2024-03-02,CU0130,PR505,4,776.96,0.0,326.88,Technology,Accessories,112.52,194.24,Jordan Fox,Home Office,Central,2024-03,42.07166392092257,0
NM202403729803,2024-03-09,2024-03-10,CU0101,PR504,5,3639.6,0.0,1506.65,Technology,Accessories,426.59,727.92,Taylor Wood,Corporate,South,2024-03,41.396032531047375,1
NM202403550748,2024-03-04,2024-03-06,CU0012,PR502,2,380.64,0.4,55.76,Technology,Phones,162.44,317.2,Jamie Hunt,Consumer,Central,2024-03,14.649012189995798,2
NM202403869333,2024-03-12,2024-03-15,CU0118,PR503,8,1239.12,0.0,454.4,Technology,Phones,98.09,154.89,Alex Lee,Consumer,South,2024-03,36.671186002969854,3
NM202403548098,2024-03-25,2024-03-30,CU0127,PR506,8,5230.4,0.0,2604.16,Technology,Accessories,328.28,653.8,Morgan Roy,Corporate,South,2024-03,49.788926277148974,5
NM202403598136,2024-03-28,2024-03-31,CU0198,PR516,1,9.64,0.0,4.76,Office Supplies,Binders,4.88,9.64,Morgan Hunt,Corporate,East,2024-03,49.377593360995846,3
NM202403961692,2024-03-21,2024-03-27,CU0063,PR507,6,179.3,0.3,60.2,Technology,Machines,19.85,42.69,Alex Lee,Consumer,Central,2024-03,33.575013943112104,6
NM202403458148,2024-03-19,2024-03-26,CU0125,PR524,8,676.08,0.0,148.56,Office Supplies,Art,65.94,84.51,Jamie Ray,Consumer,East,2024-03,21.973730919417818,7
NM202403300195,2024-03-19,2024-03-21,CU0053,PR523,3,130.13,0.15,14.18,Office Supplies,Art,38.65,51.03,Alex Lee,Corporate,East,2024-03,10.896795512180129,2
NM202403740860,2024-03-15,2024-03-16,CU0208,PR523,3,153.09,0.0,37.14,Office Supplies,Art,38.65,51.03,Morgan Ray,Corporate,West,2024-03,24.260239075053892,1
NM202403467248,2024-03-28,2024-03-29,CU0226,PR505,4,543.87,0.3,93.79,Technology,Accessories,112.52,194.24,Quinn Ray,Consumer,East,2024-03,17.244929854560834,1
NM202403825577,2024-03-04,2024-03-04,CU0166,PR524,2,169.02,0.0,37.14,Office Supplies,Art,65.94,84.51,Jamie Ray,Consumer,Central,2024-03,21.973730919417818,0
NM202403495895,2024-03-12,2024-03-18,CU0090,PR503,5,697.0,0.1,206.55,Technology,Phones,98.09,154.89,Riley Bell,Consumer,South,2024-03,29.63414634146342,6
NM202403120998,2024-03-30,2024-04-04,CU0208,PR519,8,90.08,0.0,32.56,Office Supplies,Paper,7.19,11.26,Morgan Ray,Corporate,West,2024-03,36.145648312611016,5
NM202403413893,2024-03-11,2024-03-14,CU0045,PR519,4,45.04,0.0,16.28,Office Supplies,Paper,7.19,11.26,Quinn Lee,Corporate,South,2024-03,36.145648312611016,3
NM202403347120,2024-03-12,2024-03-17,CU0189,PR514,7,1854.79,0.0,734.58,Furniture,Bookcases,160.03,264.97,Sam Fox,Corporate,East,2024-03,39.60448352643696,5
NM202403998484,2024-03-11,2024-03-13,CU0166,PR524,5,359.17,0.15,29.47,Office Supplies,Art,65.94,84.51,Jamie Ray,Consumer,Central,2024-03,8.205028259598517,2
NM202403107329,2024-03-03,2024-03-06,CU0078,PR501,5,5200.3,0.0,1633.25,Technology,Phones,713.41,1040.06,Taylor Ray,Consumer,South,2024-03,31.40684191296656,3
NM202403845872,2024-03-17,2024-03-23,CU0141,PR517,2,176.88,0.0,81.16,Office Supplies,Binders,47.86,88.44,Jamie Fox,Corporate,South,2024-03,45.884215287200355,6
NM202403786457,2024-03-03,2024-03-10,CU0104,PR523,6,306.18,0.0,74.28,Office Supplies,Art,38.65,51.03,Riley Wood,Home Office,East,2024-03,24.260239075053892,7
NM202403117774,2024-03-01,2024-03-01,CU0159,PR513,5,1143.18,0.1,163.03,Furniture,Tables,196.03,254.04,Morgan Fox,Home Office,Central,2024-03,14.26109624031211,0
NM202403925298,2024-03-06,2024-03-06,CU0008,PR520,1,9.9,0.0,4.69,Office Supplies,Paper,5.21,9.9,Riley Dean,Consumer,South,2024-03,47.37373737373737,0
NM202403685770,2024-03-06,2024-03-06,CU0141,PR511,4,475.24,0.0,224.56,Furniture,Chairs,62.67,118.81,Jamie Fox,Corporate,South,2024-03,47.251914821984684,0
NM202403335554,2024-03-06,2024-03-13,CU0048,PR501,4,3328.19,0.0,474.55,Technology,Phones,713.41,1040.06,Alex Dean,Corporate,West,2024-03,14.258500866837531,7
NM202403827939,2024-03-20,2024-03-20,CU0021,PR509,8,4239.81,0.2,1550.13,Technology,Machines,336.21,662.47,Riley Wood,Home Office,South,2024-03,36.56130817182846,0
NM202403854246,2024-03-24,2024-03-27,CU0221,PR505,4,660.42,0.15,210.34,Technology,Accessories,112.52,194.24,Casey Ray,Corporate,South,2024-03,31.849429151146243,3
NM202403561268,2024-03-03,2024-03-08,CU0230,PR512,8,5018.04,0.1,957.56,Furniture,Tables,507.56,696.95,Riley Hunt,Consumer,Central,2024-03,19.08235087803206,5
NM202403497039,2024-03-18,2024-03-21,CU0081,PR515,4,1831.39,0.2,564.27,Furniture,Bookcases,316.78,572.31,Alex Roy,Corporate,East,2024-03,30.81102332108398,3
NM202403574403,2024-03-09,2024-03-11,CU0177,PR519,5,33.78,0.4,-2.17,Office Supplies,Paper,7.19,11.26,Taylor Lee,Corporate,West,2024-03,-6.423919478981646,2
NM202403105870,2024-03-24,2024-03-26,CU0197,PR523,8,408.24,0.0,99.04,Office Supplies,Art,38.65,51.03,Casey Fox,Corporate,West,2024-03,24.260239075053892,2
NM202403888179,2024-03-10,2024-03-12,CU0205,PR503,2,263.31,0.15,67.13,Technology,Phones,98.09,154.89,Jordan Lee,Consumer,Central,2024-03,25.494664084159353,2
NM202403645253,2024-03-12,2024-03-12,CU0039,PR503,6,789.94,0.15,201.4,Technology,Phones,98.09,154.89,Quinn Roy,Consumer,East,2024-03,25.495607261310983,0
NM202403159925,2024-03-26,2024-03-31,CU0131,PR517,1,61.91,0.3,14.05,Office Supplies,Binders,47.86,88.44,Riley Lee,Consumer,Central,2024-03,22.694233564852205,5
NM202403730180,2024-03-28,2024-04-01,CU0128,PR521,1,39.84,0.2,1.86,Office Supplies,Storage,37.98,49.8,Jordan Shah,Home Office,East,2024-03,4.66867469879518,4
NM202403214981,2024-03-24,2024-03-26,CU0158,PR524,1,84.51,0.0,18.57,Office Supplies,Art,65.94,84.51,Jordan Hunt,Home Office,South,2024-03,21.973730919417818,2
NM202403555773,2024-03-06,2024-03-09,CU0002,PR502,3,951.6,0.0,464.28,Technology,Phones,162.44,317.2,Alex Lee,Consumer,West,2024-03,48.78940731399747,3
NM202403213374,2024-03-07,2024-03-08,CU0221,PR521,3,119.52,0.2,5.58,Office Supplies,Storage,37.98,49.8,Casey Ray,Corporate,South,2024-03,4.668674698795181,1
NM202403119329,2024-03-11,2024-03-13,CU0223,PR501,7,7280.42,0.0,2286.55,Technology,Phones,713.41,1040.06,Drew Dean,Consumer,Central,2024-03,31.40684191296656,2
NM202403466981,2024-03-13,2024-03-14,CU0191,PR522,6,250.14,0.0,118.02,Office Supplies,Storage,22.02,41.69,Jordan Dean,Corporate,West,2024-03,47.18157831614296,1
NM202403792744,2024-03-15,2024-03-19,CU0134,PR518,1,47.36,0.3,13.36,Office Supplies,Paper,34.0,67.65,Morgan Fox,Home Office,Central,2024-03,28.209459459459456,4
